Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Epoch
2.621202165876116,0.32263257584788585,1.7006363579432169,0.65234375,1
2.0867618816920688,0.5901515150612051,1.4147708950042726,0.7405133917927742,2
1.7477860676901682,0.6771780301224102,1.204189878463745,0.8004092251261076,3
1.53003994342259,0.7275568181818182,1.0859062088330587,0.831287202735742,4
1.384536795752389,0.7542613636363636,0.9690221707026164,0.8286830360690752,5
1.2732136834008354,0.7626893937587738,0.8907969951629638,0.809337797264258,6
1.1714554655892508,0.7740530301224101,0.814529046535492,0.843005952735742,7
1.1167522612980434,0.7741477272727273,0.7819595707257588,0.8407738084594408,8
1.0610926504135132,0.7845643937587738,0.7232051966985067,0.8348214278618494,9
0.9963168091092791,0.8018939392133193,0.7007701449394226,0.8459821417927742,10
0.9673743915557861,0.793371211940592,0.6575707043011983,0.8534226194024086,11
0.9492878199986049,0.787121211940592,0.6476955873171488,0.8524925584594408,12
0.9027989451544626,0.8071969698775898,0.6167703623771668,0.8513764888048172,13
0.8877250101906913,0.8028409090909091,0.5910143844286601,0.8590029751261076,14
0.8532384568623134,0.8116477272727273,0.572627903064092,0.8690476194024086,15
0.8392438824517386,0.8088068181818182,0.5646809679667155,0.8629092251261076,16
0.8286114057813372,0.8081439392133193,0.5487722523212433,0.859375,17
0.8007469199044364,0.8208333335139535,0.5482427123387654,0.8513764888048172,18
0.8037259725843157,0.8082386363636364,0.5306447874704997,0.8603050584594408,19
0.7817923391205924,0.8186553028496829,0.5106256613731385,0.8461681554714838,20
0.7738178651673453,0.8103219698775899,0.4900710967381795,0.866443452735742,21
0.7494635588782175,0.8227272727272728,0.5089788207213084,0.8681175584594408,22
0.7499090171541486,0.8224431818181818,0.49501035515467323,0.8684895833333334,23
0.7237560787200927,0.8285984846678647,0.47660605104764303,0.8746279751261076,24
0.7453869047164917,0.8147727272727273,0.4614735641479492,0.8725818445285162,25
0.7066295283181326,0.8269886363636364,0.47234299302101135,0.8811383917927742,26
0.7035777429171971,0.8284090909090909,0.46834001676241555,0.8612351194024086,27
0.6919380467619215,0.8282196971503171,0.46167180681228637,0.8614211305975914,28
0.68967777129582,0.834753788059408,0.4539091686407725,0.8723958333333334,29
0.6686155607700348,0.8383522727272728,0.4509570830663045,0.8733258917927742,30
0.7074363779340471,0.8226325755769556,0.4447450524965922,0.8629092251261076,31
0.6725834655080523,0.8298295454545455,0.4347934419314067,0.8729538694024086,32
0.6773403305326189,0.8268939392133192,0.4324465758005778,0.8885788694024086,33
0.6826820351736886,0.8297348483042284,0.4283263243039449,0.8660714278618494,34
0.6804439787183489,0.8207386363636363,0.42317842054367066,0.8802083333333334,35
0.6513211507116046,0.8341856062412262,0.41975755262374875,0.8707217251261076,36
0.6619827030726841,0.8396780301224102,0.42676065015792847,0.8729538694024086,37
0.6422374764169966,0.8387310607866807,0.41544681294759117,0.8774181554714838,38
0.6270823294775827,0.8389204545454545,0.40966143743197125,0.8651413694024086,39
0.6584091144970485,0.8309659090909091,0.4087984546025594,0.8686755945285162,40
0.6295736677987235,0.839962121031501,0.3923719752629598,0.8763020833333334,41
0.6452585830688476,0.8269886363636364,0.4053242637316386,0.8738839278618494,42
0.6218770851407732,0.8363636363636363,0.40472291684150696,0.866443452735742,43
0.6383100825718471,0.8368371210315011,0.39379611253738406,0.8794642860690752,44
0.6342337093353272,0.8375946971503171,0.3815082412560781,0.8794642860690752,45
0.6202782798494612,0.8450757573951374,0.38364510734875995,0.8902529751261076,46
0.6323108331816537,0.834753788059408,0.3891303503115972,0.8828125,47
0.6155441718782697,0.8432765153321353,0.38381687267621356,0.8872767860690752,48
0.5991927017484392,0.8515151516957716,0.37431945220629376,0.889880952735742,49
0.6377695368358067,0.8310606062412262,0.36978219366073606,0.8761160721381506,50
