Train_Loss,Train_Accuracy,Val_Loss,Val_Accuracy,Epoch
1.75938662815094,0.2342803028496829,1.4753688526153566,0.35360863121847314,1
1.3122999305725098,0.41089015169577164,1.1098913680712381,0.55078125,2
1.105098259108407,0.5017992423339324,1.1438666938145956,0.5035342263678709,3
1.0467541574750627,0.5407196971503171,0.9364907285372416,0.6361607139309248,4
0.9915532368932451,0.569128788059408,0.9209524043401083,0.6409970248738924,5
0.9693512970379421,0.5922348483042283,0.8932928806940714,0.6510416666666666,6
0.9634653355734689,0.6071022727272727,0.8641669079462687,0.6739211305975914,7
0.9320613594055176,0.6137310607866807,0.8741604139010112,0.6618303582072258,8
0.9147107041903905,0.6357954545454545,0.8278770767847697,0.698474702735742,9
0.9201429978098188,0.6256628789684989,0.8242944787343343,0.6622023805975914,10
0.8879819965362549,0.649621211940592,0.8111495269139608,0.6869419639309248,11
0.8948877284186227,0.6401515153321353,0.7691425933837891,0.6947544639309248,12
0.8053870896271297,0.6919507573951375,0.7169585585594177,0.7323288694024086,13
0.7986632512978145,0.7017045454545454,0.6634940614700318,0.7481398805975914,14
0.7411825857843671,0.7273674244230444,0.6431955016454061,0.7518601194024086,15
0.7311286959648132,0.73125,0.6255645413398743,0.7888764888048172,16
0.7017383702141898,0.741003788059408,0.6756101419130961,0.727306547264258,17
0.7180667364256723,0.7232954545454545,0.6287317140102386,0.7645089278618494,18
0.6784203491892133,0.739962121031501,0.6124137785434723,0.7587425584594408,19
0.6851016520772661,0.7422348483042284,0.6320675460497538,0.7678571417927742,20
0.659846807718277,0.7398674244230444,0.6262205717563629,0.7527901778618494,21
0.6549860566684178,0.7543560607866807,0.6293375634352366,0.7752976194024086,22
0.6675115556716918,0.7398674244230444,0.6431967779795329,0.7511160721381506,23
0.6560428563526699,0.7458333335139534,0.702775408188502,0.7401413694024086,24
0.6311429307801383,0.7613636363636364,0.6041535050074259,0.7771577388048172,25
0.6606285486221314,0.7510416664860465,0.6106854809125265,0.7745535721381506,26
0.6421631956441062,0.7563446971503172,0.6281088195641835,0.7779017860690752,27
0.620362126656941,0.7689393937587738,0.6070421730677287,0.776599702735742,28
0.6195169001988002,0.7737689392133192,0.5647210370699565,0.8004092251261076,29
0.615109527519771,0.7682765153321353,0.6126276919047038,0.7514880945285162,30
0.6073681356225695,0.7730113636363637,0.6062047670682271,0.7899925584594408,31
0.6261898308822087,0.7692234846678647,0.559180472612381,0.8004092251261076,32
0.616203451701573,0.771212121031501,0.5981731305122375,0.7918526778618494,33
0.6009878012452807,0.7844696971503171,0.5774236652056376,0.7760416666666666,34
0.6137245321273803,0.7563446968793869,0.5385435582002004,0.8030133917927742,35
0.578175103187561,0.7736742426048625,0.5518397653897603,0.7985491082072258,36
0.5828161454200744,0.7858901516957717,0.5651789484024048,0.8052455360690752,37
0.6008359417234148,0.777746211940592,0.519643372853597,0.8244047611951828,38
0.5699933556147984,0.784753788059408,0.556017918586731,0.8028273805975914,39
0.5703431865147182,0.7867424244230444,0.5380205335617065,0.7957589278618494,40
0.5750159885202135,0.7818181818181819,0.5689957569440206,0.7996651778618494,41
0.5827673740727561,0.778125,0.5281031354268392,0.8050595248738924,42
0.585571651322501,0.7798295454545454,0.5861823852856954,0.7905505945285162,43
0.5710242114067078,0.7955492426048626,0.5403384241263072,0.8061755945285162,44
0.5571658876964024,0.7840909090909091,0.5308723386923472,0.8035714278618494,45
0.5549177235875811,0.7836174244230444,0.5612503271102905,0.8082217251261076,46
0.5562327454430717,0.7920454545454545,0.58834659298261,0.7873883917927742,47
0.5523931909458978,0.7943181818181818,0.525992304166158,0.805431547264258,48
0.5314423840386527,0.8017045454545455,0.5257677496274312,0.7885044639309248,49
0.5355508384363992,0.8020833335139534,0.5315531663894654,0.8061755945285162,50
